Category,Name,Value,Usage,Description,Severity
Usage,Disabled Usage,禁用提示,禁用元素提示场景,用于禁用元素的说明,Medium
Usage,Truncated Usage,截断提示,文字截断场景,用于显示被截断的完整文字,High
Usage,Icon Usage,图标提示,图标说明场景,用于图标的功能说明,Medium
Usage,Position Usage,位置控制,位置控制场景,用于控制提示框显示位置,Medium
Guideline,Content Length,适中,内容长度,提示框内容不宜过长,High
Guideline,Max Width Limit,300px,最大宽度限制,提示框最大宽度300px,High
Guideline,Arrow Visible,true,箭头可见,建议显示箭头指向,High
Guideline,Delay Appropriate,100ms,延迟适当,建议延迟100ms,Medium
Guideline,Position Auto,true,自动定位,优先使用自动定位,High
Guideline,Dark Theme Default,true,深色主题默认,建议使用深色主题,High
Guideline,Multiline Support,true,多行支持,支持多行文字显示,High
Guideline,Responsive,true,响应式,支持响应式显示,Medium
Accessibility,Keyboard Close,ESC,键盘关闭,按ESC键关闭提示框,Medium
Accessibility,Focus Visible,true,焦点可见,提示框焦点可见,Medium
Accessibility,ARIA Role,tooltip,ARIA角色,使用tooltip角色,High
Accessibility,ARIA Describedby,true,ARIA描述,使用aria-describedby属性,High
Accessibility,Screen Reader,supported,屏幕阅读器,支持屏幕阅读器,Medium
Accessibility,Keyboard Navigation,supported,键盘导航,支持键盘导航,Medium
Performance,Lazy Render,true,延迟渲染,延迟渲染提示框内容,Medium
Performance,Destroy On Hide,false,隐藏时销毁,隐藏时不销毁DOM,Medium
Performance,Cache Content,true,缓存内容,缓存提示框内容,Low
Performance,Debounce Delay,50ms,防抖延迟,触发防抖延迟50ms,Low
Responsive,Mobile Max Width,280px,移动端最大宽度,移动端提示框最大宽度280px,Medium
Responsive,Mobile Padding,6px 10px,移动端内边距,移动端提示框内边距,Medium
Responsive,Mobile Font Size,12px,移动端字号,移动端提示框文字12px,Medium
Responsive,Mobile Arrow Size,5px,移动端箭头大小,移动端箭头大小5px,Low
Responsive,Mobile Trigger,click,移动端触发,移动端点击触发,High
Responsive,Tablet Max Width,300px,平板端最大宽度,平板端提示框最大宽度300px,Medium
Special,Ellipsis Tooltip,true,省略号提示,文字省略时显示提示,High
Special,Disabled Element Tooltip,true,禁用元素提示,禁用元素显示提示,High
Special,Icon Only Tooltip,true,仅图标提示,仅图标元素显示提示,High
Special,Truncated Text Tooltip,true,截断文字提示,截断文字显示完整内容,High
Special,Complex Content,false,复杂内容,不建议显示复杂内容,Low
Special,Interactive Content,false,交互内容,不建议包含交互内容,Low
