Category,Name,Value,Usage,Description,Severity
Popup,Popup Append To Body,true,追加到body,追加到body元素,High
Popup,Popup Z Index Auto,true,自动层级,自动计算层级,Medium
Global,Global Config,supported,全局配置,支持全局配置,High
Global,Global Duration,3000ms,全局持续时间,全局默认持续时间3000ms,High
Global,Global Max Count,1,全局最大数量,全局默认最大数量1,High
Global,Global Top,24px,全局顶部偏移,全局默认顶部偏移24px,High
Global,Global RTL,false,全局RTL,全局默认不启用RTL,Low
Stacking,Stacking Enabled,false,启用堆叠,不启用堆叠显示,High
Stacking,Stacking Direction,vertical,堆叠方向,垂直堆叠,Low
Stacking,Stacking Gap,8px,堆叠间距,堆叠间距8px,Low
Stacking,Stacking Max Count,3,堆叠最大数量,最多堆叠3个,Low
