Category,Name,Value,Usage,Description,Severity
HandleActive,Handle Active Shadow,0 2px 8px rgba(22 93 255 0.3),激活滑块阴影,拖动时蓝色阴影,Medium
HandleFocus,Handle Focus Outline,none,聚焦滑块轮廓,聚焦时无轮廓,Medium
HandleFocus,Handle Focus Shadow,0 0 0 4px rgba(22 93 255 0.2),聚焦滑块阴影,聚焦时蓝色阴影,Medium
Disabled,Disabled Track Background,#F2F3F5,禁用轨道背景,禁用状态轨道浅灰背景,High
Disabled,Disabled Fill Background,#C9CDD4,禁用填充背景,禁用状态填充灰色背景,High
Disabled,Disabled Handle Background,#FFFFFF,禁用滑块背景,禁用状态滑块白色背景,High
Disabled,Disabled Handle Border,2px solid #C9CDD4,禁用滑块边框,禁用状态滑块灰色边框,High
Disabled,Disabled Cursor,not-allowed,禁用光标,禁用状态禁止光标,High
Tooltip,Tooltip Show,true,显示提示,滑块显示数值提示,High
Tooltip,Tooltip Trigger,hover,提示触发,悬停时显示提示,High
Tooltip,Tooltip Background,#1D2129,提示背景,提示框深色背景,High
Tooltip,Tooltip Color,#FFFFFF,提示颜色,提示框白色文字,High
Tooltip,Tooltip Font Size,12px,提示字号,提示框字号12px,Medium
Tooltip,Tooltip Padding,4px 8px,提示内边距,提示框内边距,Medium
Tooltip,Tooltip Border Radius,4px,提示圆角,提示框圆角4px,Medium
Tooltip,Tooltip Arrow,true,提示箭头,提示框显示箭头,Medium
Tooltip,Tooltip Arrow Size,6px,提示箭头大小,提示框箭头6px,Low
Tooltip,Tooltip Position,top,提示位置,提示框在滑块上方,High
Tooltip,Tooltip Offset,8px,提示偏移,提示框与滑块间距8px,Medium
Tooltip,Tooltip Content,支持显示文字提示支持显示文字提示,提示内容,提示框显示当前数值,High
Tooltip,Tooltip Max Width,200px,提示最大宽度,提示框最大宽度200px,Low
WithInput,Input Show,true,显示输入框,滑块配合数字输入框,High
WithInput,Input Position,right,输入框位置,输入框在滑块右侧,High
WithInput,Input Width,60px,输入框宽度,输入框宽度60px,High
WithInput,Input Height,32px,输入框高度,输入框高度32px,High
WithInput,Input Margin Left,16px,输入框左间距,输入框与滑块间距16px,High
WithInput,Input Border,1px solid #E5E6EB,输入框边框,输入框灰色边框,High
WithInput,Input Border Radius,2px,输入框圆角,输入框圆角2px,Medium
WithInput,Input Font Size,14px,输入框字号,输入框字号14px,Medium
WithInput,Input Text Align,center,输入框对齐,输入框文字居中,Medium
WithInput,Input Sync,true,输入框同步,输入框与滑块值同步,High
WithInput,Input Controls,true,输入框按钮,输入框显示加减按钮,Medium
Range,Range Handle Count,2,范围滑块数量,范围选择有两个滑块,High
Range,Range Fill Between,true,范围填充,两个滑块之间填充颜色,High
Range,Range Draggable Track,true,范围可拖动轨道,可拖动填充区域整体移动,Medium
Range,Range Min Gap,0,范围最小间距,两个滑块最小间距,Medium
Range,Range Max Gap,undefined,范围最大间距,两个滑块最大间距,Low
Range,Range Start Handle,left,起始滑块,起始滑块在左侧,High
Range,Range End Handle,right,结束滑块,结束滑块在右侧,High
Marks,Marks Show,true,显示刻度,滑块显示刻度标记,Medium
Marks,Marks Position,bottom,刻度位置,刻度在轨道下方,High
Marks,Marks Font Size,12px,刻度字号,刻度文字字号12px,Medium
Marks,Marks Color,#86909C,刻度颜色,刻度文字灰色,Medium
Marks,Marks Active Color,#165DFF,刻度激活颜色,激活刻度蓝色文字,Medium
Marks,Marks Margin Top,8px,刻度顶部间距,刻度与轨道间距8px,Medium
Marks,Marks Dot Show,true,显示刻度点,刻度位置显示点,Medium
Marks,Marks Dot Size,8px,刻度点大小,刻度点直径8px,Low
Marks,Marks Dot Background,#E5E6EB,刻度点背景,刻度点灰色背景,Low
Marks,Marks Dot Active Background,#165DFF,刻度点激活背景,激活刻度点蓝色背景,Low
Marks,Marks Example,10% 20% 30% 40% 100%,刻度示例,刻度标记示例,Medium
Step,Step Default,1,默认步长,默认步长为1,High
Step,Step Custom,any,自定义步长,支持自定义步长值,Medium
Step,Step Marks Only,true,仅刻度步进,只能选择刻度值,Medium
Step,Step Snap,true,步进吸附,滑块吸附到步进值,Medium
Vertical,Vertical Height,200px,垂直高度,垂直滑块高度200px,Medium
Vertical,Vertical Width,4px,垂直宽度,垂直滑块轨道宽度4px,Medium
Vertical,Vertical Marks Position,right,垂直刻度位置,垂直滑块刻度在右侧,Low
Vertical,Vertical Tooltip Position,right,垂直提示位置,垂直滑块提示在右侧,Low
Animation,Animation Duration,0.1s,动画时长,滑块动画100毫秒,Low
Animation,Animation Timing,ease-out,动画缓动,滑块动画缓出效果,Low
Animation,Animation Handle Scale,0.2s,滑块缩放动画,滑块缩放动画200毫秒,Low
Animation,Animation Fill,0.1s,填充动画,填充区域动画100毫秒,Low
Accessibility,A11y Role,slider,无障碍角色,滑块slider角色,High
Accessibility,A11y Aria Label,滑动输入,无障碍标签,滑块aria标签,High
Accessibility,A11y Aria Valuemin,min,无障碍最小值,aria最小值属性,Medium
Accessibility,A11y Aria Valuemax,max,无障碍最大值,aria最大值属性,Medium
Accessibility,A11y Aria Valuenow,value,无障碍当前值,aria当前值属性,Medium
Accessibility,A11y Aria Orientation,horizontal,无障碍方向,aria方向属性,Medium
Accessibility,A11y Keyboard Left,decrease,左箭头减少,左箭头键减少数值,High
Accessibility,A11y Keyboard Right,increase,右箭头增加,右箭头键增加数值,High
Accessibility,A11y Keyboard Home,min,Home最小值,Home键跳到最小值,Medium
Accessibility,A11y Keyboard End,max,End最大值,End键跳到最大值,Medium
Accessibility,A11y Focus Visible,0 0 0 4px rgba(22 93 255 0.2),焦点可见,键盘焦点蓝色阴影,Medium
API,API Value,number/[number number],值类型,滑块值类型数字或数组,High
API,API Default Value,0,默认值,滑块默认值0,Medium
API,API Min,0,最小值,滑块最小值0,High
API,API Max,100,最大值,滑块最大值100,High
API,API Step,1,步长,滑块步长1,High
API,API Disabled,false,禁用,是否禁用滑块,High
API,API Range,false,范围模式,是否为范围选择,High
API,API Vertical,false,垂直模式,是否为垂直滑块,Medium
API,API Marks,object,刻度配置,刻度标记配置对象,Medium
API,API Included,true,包含边界,是否包含边界值,Low
API,API Tooltip Visible,undefined,提示可见,提示框显示控制,Medium
API,API Tooltip Placement,top,提示位置,提示框位置,Medium
Event,Event Change,onChange,变化事件,滑块值变化时触发,High
Event,Event After Change,onAfterChange,变化完成事件,拖动结束时触发,Medium
Event,Event Focus,onFocus,聚焦事件,滑块聚焦时触发,Low
Event,Event Blur,onBlur,失焦事件,滑块失焦时触发,Low
Guideline,Guideline Label,添加标签,标签指南,滑块应添加标签说明,High
Guideline,Guideline Range,设置范围,范围指南,根据业务设置合理的最小最大值,High
Guideline,Guideline Step,合理步长,步长指南,根据数值特点设置合理步长,Medium
Guideline,Guideline Marks,刻度标记,刻度指南,关键数值添加刻度标记,Medium
Guideline,Guideline Tooltip,数值提示,提示指南,拖动时显示当前数值提示,High
Guideline,Guideline Input,配合输入框,输入框指南,需要精确输入时配合数字输入框,High
Guideline,Guideline Default Value,默认值,默认值指南,根据场景设置合理默认值,Medium
Guideline,Guideline Feedback,即时反馈,反馈指南,拖动时即时显示数值变化,High
Spacing,Spacing Label Slider,8px,标签滑块间距,标签与滑块间距8px,Medium
Spacing,Spacing Slider Input,16px,滑块输入框间距,滑块与输入框间距16px,High
Spacing,Spacing Track Marks,8px,轨道刻度间距,轨道与刻度间距8px,Medium
Spacing,Spacing Handle Tooltip,8px,滑块提示间距,滑块与提示框间距8px,Medium
Extra,Extra Slot Tooltip,tooltip,提示插槽,支持自定义提示内容插槽,Low
Extra,Extra Slot Mark,mark,刻度插槽,支持自定义刻度内容插槽,Low
Label,Label Show,true,显示标签,滑块显示标签,Medium
Label,Label Position,top,标签位置,标签在滑块上方,Medium
Label,Label Font Size,14px,标签字号,标签字号14px,Medium
Label,Label Color,#1D2129,标签颜色,标签深色文字,Medium
Label,Label Margin Bottom,8px,标签底间距,标签底部间距8px,Medium
Container,Container Padding,8px 0,容器内边距,滑块容器上下内边距8px,Medium
Container,Container Min Width,200px,容器最小宽度,滑块容器最小宽度200px,Medium
