Category,Name,Value,Usage,Description,Severity
Accessibility,Screen Reader,supported,屏幕阅读器,支持屏幕阅读器,Medium
Accessibility,Color Contrast,4.5:1,颜色对比度,文字与背景对比度至少4.5:1,High
Link,Link Tag Enabled,true,链接标签,标签可作为链接,Medium
Link,Link Tag Cursor,pointer,链接光标,链接标签显示手型光标,High
Link,Link Tag Underline,none,链接下划线,链接标签无下划线,Medium
Link,Link Tag Hover Underline,none,链接悬停下划线,链接标签悬停无下划线,Low
Dot,Dot Enabled,true,显示圆点,显示状态圆点,Medium
Dot,Dot Disabled,false,隐藏圆点,隐藏状态圆点,High
Dot,Dot Size,6px,圆点大小,状态圆点大小6px,Medium
Dot,Dot Gap,4px,圆点间距,圆点与文字间距4px,Low
Dot,Dot Position,left,圆点位置,圆点在文字左侧,Medium
Badge,Badge Enabled,true,显示徽标,显示徽标数字,Low
Badge,Badge Position,top-right,徽标位置,徽标在右上角,Low
Badge,Badge Size,16px,徽标大小,徽标大小16px,Low
Badge,Badge Offset,-4px,徽标偏移,徽标偏移-4px,Low
Responsive,Mobile Font Size,12px,移动端字号,移动端标签文字12px,Medium
Responsive,Mobile Height,22px,移动端高度,移动端标签高度22px,Medium
Responsive,Mobile Padding,0 6px,移动端内边距,移动端标签左右内边距6px,Medium
Responsive,Mobile Icon Size,10px,移动端图标大小,移动端图标大小10px,Low
Print,Print Border,1px solid #000,打印边框,打印时使用黑色边框,Low
Print,Print Background,none,打印背景,打印时移除背景色,Low
Print,Print Color,#000,打印文字,打印时使用黑色文字,Low
