Category,Name,Value,Usage,Description,Severity
Connector,Connector Vertical Left,16px,垂直连接线位置,垂直步骤条连接线距左侧16px,Medium
Status,Status Wait,wait,等待状态,步骤等待状态,High
Status,Status Process,process,进行中状态,步骤进行中状态,High
Status,Status Finish,finish,完成状态,步骤完成状态,High
Status,Status Error,error,错误状态,步骤错误状态,High
DotType,Dot Size,8px,点状大小,点状步骤条圆点8px,Medium
DotType,Dot Size Active,10px,点状激活大小,点状步骤条激活圆点10px,Medium
DotType,Dot Background Wait,#C9CDD4,点状等待背景,点状等待灰色背景,Medium
DotType,Dot Background Process,#165DFF,点状进行中背景,点状进行中蓝色背景,High
DotType,Dot Background Finish,#165DFF,点状完成背景,点状完成蓝色背景,High
DotType,Dot Border,2px solid #FFFFFF,点状边框,点状圆点白色边框,Low
DotType,Dot Shadow,0 0 0 2px #E8F3FF,点状阴影,点状激活状态外圈阴影,Low
DotType,Dot Connector Top,4px,点状连接线位置,点状连接线距顶部4px,Low
NavigationType,Nav Background Wait,#F7F8FA,导航等待背景,导航类型等待灰色背景,Medium
NavigationType,Nav Background Process,#165DFF,导航进行中背景,导航类型进行中蓝色背景,High
NavigationType,Nav Background Finish,#E8F3FF,导航完成背景,导航类型完成浅蓝背景,Medium
NavigationType,Nav Height,48px,导航高度,导航类型步骤高度48px,Medium
NavigationType,Nav Padding,0 24px,导航内边距,导航类型步骤内边距,Medium
NavigationType,Nav Arrow Width,16px,导航箭头宽度,导航类型箭头宽度16px,Low
NavigationType,Nav Arrow Color,#E5E6EB,导航箭头颜色,导航类型箭头颜色,Low
NavigationType,Nav Title Color Wait,#4E5969,导航等待标题颜色,导航等待状态标题灰色,Medium
NavigationType,Nav Title Color Process,#FFFFFF,导航进行中标题颜色,导航进行中状态标题白色,High
NavigationType,Nav Title Color Finish,#165DFF,导航完成标题颜色,导航完成状态标题蓝色,Medium
ArrowType,Arrow Background Wait,#F7F8FA,箭头等待背景,箭头类型等待灰色背景,Medium
ArrowType,Arrow Background Process,#165DFF,箭头进行中背景,箭头类型进行中蓝色背景,High
ArrowType,Arrow Background Finish,#E8F3FF,箭头完成背景,箭头类型完成浅蓝背景,Medium
ArrowType,Arrow Background Error,#FFECE8,箭头错误背景,箭头类型错误浅红背景,Medium
ArrowType,Arrow Height,36px,箭头高度,箭头类型步骤高度36px,Medium
ArrowType,Arrow Padding,0 16px 0 24px,箭头内边距,箭头类型步骤内边距,Medium
ArrowType,Arrow Shape,polygon,箭头形状,箭头类型使用多边形形状,Low
ArrowType,Arrow Clip Path,polygon(0 0 calc(100% - 12px) 0 100% 50% calc(100% - 12px) 100% 0 100% 12px 50%),箭头裁剪路径,箭头形状CSS裁剪路径,Low
ProgressType,Progress Show,true,显示进度,步骤条支持显示进度百分比,Medium
ProgressType,Progress Height,4px,进度条高度,进度条高度4px,Medium
ProgressType,Progress Background,#E5E6EB,进度条背景,进度条灰色背景,Medium
ProgressType,Progress Fill Color,#165DFF,进度条填充颜色,进度条蓝色填充,High
ProgressType,Progress Border Radius,2px,进度条圆角,进度条圆角2px,Low
ProgressType,Progress Position,below icon,进度条位置,进度条在图标下方,Low
Vertical,Vertical Item Min Height,64px,垂直步骤最小高度,垂直步骤条每项最小高度64px,Medium
Vertical,Vertical Icon Left,0,垂直图标左侧位置,垂直步骤条图标左对齐,Medium
Vertical,Vertical Content Left,44px,垂直内容左侧位置,垂直步骤条内容距左侧44px,Medium
Vertical,Vertical Connector Height,auto,垂直连接线高度,垂直连接线高度自适应,Medium
Vertical,Vertical Connector Left,16px,垂直连接线左侧位置,垂直连接线距左侧16px,Medium
Vertical,Vertical Gap,24px,垂直步骤间距,垂直步骤条步骤间距24px,Medium
Horizontal,Horizontal Item Width,auto,水平步骤宽度,水平步骤条每项宽度自适应,Medium
Horizontal,Horizontal Item Min Width,120px,水平步骤最小宽度,水平步骤条每项最小宽度120px,Medium
Horizontal,Horizontal Item Flex,1,水平步骤弹性,水平步骤条每项等分,High
Horizontal,Horizontal Gap,16px,水平步骤间距,水平步骤条步骤间距16px,Medium
Horizontal,Horizontal Align,center,水平对齐方式,水平步骤条居中对齐,Medium
Horizontal,Horizontal Connector Width,auto,水平连接线宽度,水平连接线宽度自适应,Medium
LabelPlacement,Label Horizontal,水平标签,水平标签位置,标签在图标右侧水平排列,Medium
LabelPlacement,Label Vertical,垂直标签,垂直标签位置,标签在图标下方垂直排列,High
LabelPlacement,Label Horizontal Gap,12px,水平标签间距,水平标签与图标间距12px,Medium
LabelPlacement,Label Vertical Gap,8px,垂直标签间距,垂直标签与图标间距8px,Medium
Clickable,Clickable Enable,true,可点击,步骤条支持点击切换,Medium
Clickable,Clickable Cursor,pointer,可点击光标,可点击步骤指针光标,Low
Clickable,Clickable Hover Background,#F2F3F5,可点击悬停背景,可点击步骤悬停灰色背景,Low
Clickable,Clickable Disabled Cursor,not-allowed,禁用点击光标,禁用步骤禁止光标,Low
Clickable,Clickable Finished Only,true,仅完成可点击,仅已完成步骤可点击,Medium
SubStep,SubStep Show,true,显示子步骤,步骤条支持显示子步骤,Low
SubStep,SubStep Indent,44px,子步骤缩进,子步骤缩进44px,Low
SubStep,SubStep Icon Size,16px,子步骤图标大小,子步骤图标16px,Low
SubStep,SubStep Title Font Size,13px,子步骤标题字号,子步骤标题13px,Low
SubStep,SubStep Connector Width,1px,子步骤连接线宽度,子步骤连接线1px,Low
Animation,Step Transition,0.3s,步骤过渡,步骤状态切换动画0.3s,Medium
Animation,Icon Transition,0.2s,图标过渡,图标状态过渡0.2s,Low
Animation,Connector Transition,0.3s,连接线过渡,连接线颜色过渡0.3s,Low
Animation,Progress Transition,0.3s ease,进度过渡,进度条动画0.3s,Low
Responsive,Responsive Breakpoint,768px,响应式断点,小于768px切换移动端样式,Medium
Responsive,Mobile Direction,vertical,移动端方向,移动端步骤条垂直排列,Medium
Responsive,Mobile Icon Size,24px,移动端图标大小,移动端步骤图标24px,Medium
Responsive,Mobile Title Size,13px,移动端标题大小,移动端步骤标题13px,Medium
Responsive,Mobile Compact,true,移动端紧凑,移动端使用紧凑样式,Low
Accessibility,Steps Role,navigation,步骤条角色,步骤条ARIA角色navigation,High
Accessibility,Step Role,listitem,步骤项角色,步骤项ARIA角色listitem,High
Accessibility,Aria Current,step,当前步骤,当前步骤aria-current=step,Medium
Accessibility,Aria Label,步骤 X 共 Y 步,无障碍标签,步骤无障碍标签格式,Medium
Accessibility,Keyboard Navigation,true,键盘导航,支持键盘左右箭头导航,High
Accessibility,Focus Ring,0 0 0 2px #165DFF40,焦点环,键盘焦点蓝色环,High
ZIndex,Steps ZIndex,1,步骤条层级,步骤条z-index 1,Low
Guideline,Primary Color,#165DFF,主色调,步骤条主色调蓝色#165DFF,High
Guideline,Success Color,#00B42A,成功色,成功状态绿色#00B42A,Medium
Guideline,Error Color,#F53F3F,错误色,错误状态红色#F53F3F,High
Guideline,Text Primary,#1D2129,主要文字色,主要文字颜色#1D2129,High
Guideline,Text Regular,#4E5969,常规文字色,常规文字颜色#4E5969,High
Guideline,Text Secondary,#86909C,次要文字色,次要文字颜色#86909C,Medium
Guideline,Border Color,#E5E6EB,边框色,边框颜色#E5E6EB,High
Guideline,Background Wait,#F2F3F5,等待背景色,等待状态背景#F2F3F5,High
Guideline,Background Active,#E8F3FF,激活背景色,激活状态背景#E8F3FF,Medium
