Category,Name,Value,Usage,Description,Severity
Link,Link Hover Color,inherit,链接悬停颜色,链接悬停颜色继承类型颜色,Low
Link,Link Underline,none,链接下划线,链接无下划线,Low
Link,Link Hover Underline,underline,链接悬停下划线,链接悬停显示下划线,Low
Shadow,Shadow Enabled,false,启用阴影,不启用阴影,Low
Shadow,Shadow Value,0 2px 8px rgba(0 0 0 0.08),阴影值,警告提示阴影效果,Low
Border,Border Style,solid,边框样式,警告提示实线边框,High
Border,Border Position,all,边框位置,警告提示全边框,High
Border,Border Left Only,left,仅左边框,仅显示左边框,Medium
Border,Border Left Width,4px,左边框宽度,左边框宽度4px,Medium
Margin,Margin Bottom,16px,下边距,警告提示下边距16px,Medium
Margin,Margin Top,0,上边距,警告提示上边距0,Low
Margin,Margin Left,0,左边距,警告提示左边距0,Low
Margin,Margin Right,0,右边距,警告提示右边距0,Low
Usage,Info Usage,信息提示,信息提示场景,用于展示一般信息提示,High
Usage,Success Usage,成功提示,成功提示场景,用于展示成功操作提示,High
Usage,Warning Usage,警告提示,警告提示场景,用于展示警告信息提示,High
Usage,Error Usage,错误提示,错误提示场景,用于展示错误信息提示,High
Usage,Banner Usage,横幅提示,横幅提示场景,用于页面顶部全宽提示,Medium
Usage,Closable Usage,可关闭提示,可关闭场景,用于可关闭的提示信息,High
Usage,With Action Usage,带操作提示,带操作场景,用于需要用户操作的提示,Medium
Guideline,Content Length,适中,内容长度,提示内容不宜过长,High
Guideline,Title Length,1行,标题长度,标题建议1行内,High
Guideline,Icon Visible,true,图标可见,建议显示类型图标,High
Guideline,Type Appropriate,appropriate,类型适当,根据场景选择适当类型,High
Guideline,Position Top,true,位置顶部,建议放置在页面或区域顶部,Medium
Guideline,Closable Optional,optional,可关闭可选,根据场景决定是否可关闭,Medium
Guideline,Banner For Page,true,横幅用于页面,横幅模式用于页面级提示,Medium
Guideline,Action Clear,true,操作明确,操作按钮文字明确,High
Accessibility,Keyboard Close,supported,键盘关闭,支持键盘关闭,Medium
Accessibility,Focus Visible,true,焦点可见,关闭按钮焦点可见,High
Accessibility,ARIA Role,alert,ARIA角色,使用alert角色,High
Accessibility,ARIA Live,polite,ARIA实时,使用aria-live属性,High
Accessibility,ARIA Atomic,true,ARIA原子,使用aria-atomic属性,Medium
Accessibility,Screen Reader,supported,屏幕阅读器,支持屏幕阅读器,Medium
Accessibility,Color Contrast,4.5:1,颜色对比度,文字与背景对比度至少4.5:1,High
Performance,Lazy Render,false,延迟渲染,不延迟渲染,Low
Performance,Destroy On Close,true,关闭时销毁,关闭时销毁DOM,Medium
Performance,Transition,true,过渡效果,启用过渡效果,Medium
Event,On Close,supported,关闭事件,支持关闭事件,High
Event,On Action,supported,操作事件,支持操作按钮事件,Medium
Event,After Close,supported,关闭后事件,支持关闭后事件,Low
Method,Close,supported,关闭方法,支持关闭警告提示,High
Method,Show,supported,显示方法,支持显示警告提示,Medium
Method,Hide,supported,隐藏方法,支持隐藏警告提示,Medium
Props,Type,supported,类型属性,支持设置类型,High
Props,Message,supported,消息属性,支持设置消息内容,High
Props,Title,supported,标题属性,支持设置标题,High
Props,Description,supported,描述属性,支持设置描述,Medium
Props,Closable,supported,可关闭属性,支持控制可关闭,High
Props,Show Icon,supported,显示图标属性,支持控制图标显示,High
Props,Icon,supported,图标属性,支持自定义图标,Medium
Props,Close Text,supported,关闭文字属性,支持自定义关闭文字,Low
Props,Banner,supported,横幅属性,支持横幅模式,Medium
Props,Action,supported,操作属性,支持自定义操作,Medium
Slot,Default Slot,supported,默认插槽,支持默认内容插槽,High
Slot,Title Slot,supported,标题插槽,支持标题插槽,Medium
Slot,Icon Slot,supported,图标插槽,支持图标插槽,Medium
Slot,Action Slot,supported,操作插槽,支持操作插槽,Medium
Slot,Close Slot,supported,关闭插槽,支持关闭按钮插槽,Low
Custom,Custom Icon,supported,自定义图标,支持自定义类型图标,Medium
Custom,Custom Close Icon,supported,自定义关闭图标,支持自定义关闭图标,Low
Custom,Custom Action,supported,自定义操作,支持自定义操作内容,Medium
Custom,Custom Color,supported,自定义颜色,支持自定义颜色,Low
Responsive,Mobile Padding,8px,移动端内边距,移动端内边距8px,Medium
Responsive,Mobile Font Size,14px,移动端字号,移动端文字14px,Medium
Responsive,Mobile Icon Size,16px,移动端图标大小,移动端图标16px,Low
Responsive,Mobile Close Icon Size,14px,移动端关闭图标,移动端关闭图标14px,Low
Responsive,Tablet Padding,8px 12px,平板端内边距,平板端内边距,Low
Group,Group Gap,8px,警告提示组间距,多个警告提示间距8px,Medium
Group,Group Margin Bottom,16px,警告提示组下边距,警告提示组下边距16px,Low
Group,Group Max Count,3,最大提示数,建议最多同时显示3个,Medium
Notification,Notification Position,top-right,通知位置,通知在右上角,Medium
Notification,Notification Duration,4500ms,通知时长,通知显示时长4500ms,Medium
Notification,Notification Max Count,3,最大通知数,最多同时显示3个通知,Medium
Notification,Notification Offset,24px,通知偏移,通知距离边缘24px,Low
Notification,Notification Gap,16px,通知间距,通知之间间距16px,Low
Message,Message Position,top,消息位置,消息在顶部,High
Message,Message Duration,3000ms,消息时长,消息显示时长3000ms,High
Message,Message Max Count,1,最大消息数,最多同时显示1个消息,High
Message,Message Offset,24px,消息偏移,消息距离顶部24px,Medium
Message,Message Gap,16px,消息间距,消息之间间距16px,Low
Toast,Toast Position,center,提示位置,提示在中心,Medium
Toast,Toast Duration,2000ms,提示时长,提示显示时长2000ms,Medium
Toast,Toast Background,rgba(0 0 0 0.75),提示背景,提示半透明黑色背景,Medium
Toast,Toast Color,#FFFFFF,提示文字,提示白色文字,Medium
Toast,Toast Padding,12px 16px,提示内边距,提示内边距,Low
Toast,Toast Border Radius,4px,提示圆角,提示圆角4px,Low
Variant,Variant Filled,filled,填充变体,填充背景变体,High
Variant,Variant Outlined,outlined,描边变体,描边变体,Medium
Variant,Variant Standard,standard,标准变体,标准变体,High
Filled,Filled Info Background,#165DFF,填充信息背景,填充信息蓝色背景#165DFF,Medium
Filled,Filled Info Color,#FFFFFF,填充信息文字,填充信息白色文字,Medium
Filled,Filled Success Background,#00B42A,填充成功背景,填充成功绿色背景#00B42A,Medium
Filled,Filled Success Color,#FFFFFF,填充成功文字,填充成功白色文字,Medium
Filled,Filled Warning Background,#FF7D00,填充警告背景,填充警告橙色背景#FF7D00,Medium
Filled,Filled Warning Color,#FFFFFF,填充警告文字,填充警告白色文字,Medium
Filled,Filled Error Background,#F53F3F,填充错误背景,填充错误红色背景#F53F3F,Medium
Filled,Filled Error Color,#FFFFFF,填充错误文字,填充错误白色文字,Medium
Outlined,Outlined Info Border,#165DFF,描边信息边框,描边信息蓝色边框#165DFF,Medium
Outlined,Outlined Info Color,#165DFF,描边信息文字,描边信息蓝色文字#165DFF,Medium
Outlined,Outlined Success Border,#00B42A,描边成功边框,描边成功绿色边框#00B42A,Medium
Outlined,Outlined Success Color,#00B42A,描边成功文字,描边成功绿色文字#00B42A,Medium
Outlined,Outlined Warning Border,#FF7D00,描边警告边框,描边警告橙色边框#FF7D00,Medium
Outlined,Outlined Warning Color,#FF7D00,描边警告文字,描边警告橙色文字#FF7D00,Medium
Outlined,Outlined Error Border,#F53F3F,描边错误边框,描边错误红色边框#F53F3F,Medium
Outlined,Outlined Error Color,#F53F3F,描边错误文字,描边错误红色文字#F53F3F,Medium
