Category,Name,Value,Usage,Description,Severity
ButtonRadio,Button Disabled Border,1px solid #E5E6EB,按钮禁用边框,按钮单选框禁用灰色边框,Medium
ButtonRadio,Button Disabled Color,#C9CDD4,按钮禁用颜色,按钮单选框禁用灰色文字,Medium
ButtonRadio,Button Group Gap,0,按钮组间距,按钮单选组无间距相邻,Medium
ButtonRadio,Button Group First Radius,2px 0 0 2px,按钮组首个圆角,按钮组首个左侧圆角,Low
ButtonRadio,Button Group Last Radius,0 2px 2px 0,按钮组末个圆角,按钮组末个右侧圆角,Low
ButtonRadio,Button Group Middle Radius,0,按钮组中间圆角,按钮组中间无圆角,Low
CardRadio,Card Width,auto,卡片宽度,卡片单选框宽度自适应,Medium
CardRadio,Card Min Width,120px,卡片最小宽度,卡片单选框最小宽度120px,Low
CardRadio,Card Padding,16px,卡片内边距,卡片单选框内边距16px,Medium
CardRadio,Card Border Radius,4px,卡片圆角,卡片单选框圆角4px,Medium
CardRadio,Card Background,#FFFFFF,卡片背景,卡片单选框白色背景,Medium
CardRadio,Card Border,1px solid #E5E6EB,卡片边框,卡片单选框灰色边框,Medium
CardRadio,Card Hover Border,1px solid #165DFF,卡片悬停边框,卡片单选框悬停蓝色边框,Medium
CardRadio,Card Checked Background,#E8F3FF,卡片选中背景,卡片单选框选中浅蓝背景,Medium
CardRadio,Card Checked Border,1px solid #165DFF,卡片选中边框,卡片单选框选中蓝色边框,Medium
CardRadio,Card Radio Position,top-right,卡片单选框位置,卡片内单选框在右上角,Low
Focus,Focus Ring,0 0 0 2px #165DFF40,焦点环,键盘焦点蓝色环,High
Focus,Focus Visible,true,焦点可见,键盘焦点状态可见,Medium
Animation,Check Animation,0.2s,选中动画,选中状态动画0.2s,Medium
Animation,Inner Scale,0 to 1,内圆缩放,内圆从0缩放到1,Low
Animation,Hover Transition,0.15s,悬停过渡,悬停状态过渡0.15s,Low
Responsive,Responsive Breakpoint,768px,响应式断点,小于768px切换移动端样式,Medium
Responsive,Mobile Size,20px,移动端大小,移动端单选框20px,Medium
Responsive,Mobile Label Gap,12px,移动端标签间距,移动端标签间距12px,Low
Responsive,Mobile Touch Target,44px,移动端触摸目标,移动端最小触摸目标44px,Medium
Responsive,Mobile Group Direction,vertical,移动端排列方向,移动端单选组垂直排列,Low
Accessibility,Radio Role,radio,单选框角色,单选框ARIA角色radio,High
Accessibility,Group Role,radiogroup,单选组角色,单选组ARIA角色radiogroup,High
Accessibility,Aria Checked,true/false,选中状态,单选框aria-checked状态,High
Accessibility,Aria Disabled,true/false,禁用状态,单选框aria-disabled状态,Medium
Accessibility,Keyboard Navigation,true,键盘导航,支持上下左右箭头键盘导航,High
Accessibility,Tab Index,0/-1,Tab索引,选中项tabindex=0其他-1,Medium
Accessibility,Focus Ring,0 0 0 2px #165DFF40,焦点环,键盘焦点蓝色环,High
Accessibility,Label Association,true,标签关联,标签与单选框关联,High
Spacing,Spacing Radio Label,8px,单选框标签间距,单选框与标签间距8px,High
Spacing,Spacing Group Item Horizontal,16px,组项水平间距,水平排列组项间距16px,High
Spacing,Spacing Group Item Vertical,12px,组项垂直间距,垂直排列组项间距12px,Medium
Spacing,Spacing Button Group,0,按钮组间距,按钮组项无间距,Medium
ZIndex,Radio ZIndex,1,单选框层级,单选框z-index 1,Low
Guideline,Primary Color,#165DFF,主色调,单选框主色调蓝色#165DFF,High
Guideline,Text Primary,#1D2129,主要文字色,主要文字颜色#1D2129,High
Guideline,Text Regular,#4E5969,常规文字色,常规文字颜色#4E5969,High
Guideline,Text Disabled,#C9CDD4,禁用文字色,禁用文字颜色#C9CDD4,Medium
Guideline,Border Default,#C9CDD4,默认边框色,默认边框颜色#C9CDD4,High
Guideline,Border Disabled,#E5E6EB,禁用边框色,禁用边框颜色#E5E6EB,Medium
Guideline,Background Disabled,#F2F3F5,禁用背景色,禁用背景颜色#F2F3F5,Medium
Guideline,Background Selected,#E8F3FF,选中背景色,选中背景颜色#E8F3FF,High
