Category,Name,Value,Usage,Description,Severity
Indeterminate,Indeterminate Icon,MinusOutlined,半选图标,半选状态横线图标,High
Indeterminate,Indeterminate Icon Color,#FFFFFF,半选图标颜色,半选状态白色横线图标,High
Indeterminate,Indeterminate Icon Width,8px,半选图标宽度,半选状态横线宽度8px,Medium
Indeterminate,Indeterminate Icon Height,2px,半选图标高度,半选状态横线高度2px,Medium
DisabledUnchecked,Disabled Unchecked Background,#F2F3F5,未选中禁用背景,未选中禁用状态灰色背景,High
DisabledUnchecked,Disabled Unchecked Border,1px solid #E5E6EB,未选中禁用边框,未选中禁用状态浅灰边框,High
DisabledChecked,Disabled Checked Background,#94BFFF,选中禁用背景,选中禁用状态浅蓝背景#94BFFF,High
DisabledChecked,Disabled Checked Border,1px solid #94BFFF,选中禁用边框,选中禁用状态浅蓝边框,High
DisabledChecked,Disabled Checked Icon Color,#FFFFFF,选中禁用图标颜色,选中禁用状态白色勾选图标,Medium
Label,Label Font Size,14px,标签字号,多选框标签文字14px,High
Label,Label Color,#1D2129,标签颜色,多选框标签深色文字,High
Label,Label Hover Color,#1D2129,标签悬停颜色,多选框标签悬停深色文字,Medium
Label,Label Disabled Color,#C9CDD4,标签禁用颜色,多选框标签禁用灰色文字,High
Label,Label Gap,8px,标签间距,多选框与标签间距8px,High
Label,Label Position,right,标签位置,标签在多选框右侧,Medium
Label,Label Line Height,22px,标签行高,多选框标签行高22px,Medium
Label,Label Cursor,pointer,标签光标,标签可点击光标,Low
Label,Label Disabled Cursor,not-allowed,标签禁用光标,标签禁用禁止光标,Low
Group,Group Direction Horizontal,horizontal,水平排列,多选组水平排列,High
Group,Group Direction Vertical,vertical,垂直排列,多选组垂直排列,Medium
Group,Group Gap Horizontal,16px,水平间距,水平排列多选项间距16px,High
Group,Group Gap Vertical,12px,垂直间距,垂直排列多选项间距12px,Medium
Group,Group Wrap,true,换行,多选组支持换行,Low
Group,Group Max Selection,unlimited,最大选择数,多选组最大选择数量不限,Low
Group,Group Min Selection,0,最小选择数,多选组最小选择数量0,Low
CheckAll,Check All Show,true,显示全选,多选组支持全选功能,Medium
CheckAll,Check All Label,全选,全选标签,全选复选框标签文字,Medium
CheckAll,Check All Position,top,全选位置,全选复选框在顶部,Medium
CheckAll,Check All Gap,16px,全选间距,全选与选项组间距16px,Medium
CheckAll,Check All Indeterminate,true,全选半选状态,部分选中时全选显示半选状态,High
ButtonCheckbox,Button Height,32px,按钮高度,按钮多选框高度32px,High
ButtonCheckbox,Button Padding,0 16px,按钮内边距,按钮多选框左右内边距16px,High
ButtonCheckbox,Button Font Size,14px,按钮字号,按钮多选框文字14px,High
ButtonCheckbox,Button Border Radius,2px,按钮圆角,按钮多选框圆角2px,Medium
ButtonCheckbox,Button Background,#FFFFFF,按钮背景,按钮多选框白色背景,High
ButtonCheckbox,Button Border,1px solid #E5E6EB,按钮边框,按钮多选框灰色边框,High
ButtonCheckbox,Button Color,#4E5969,按钮颜色,按钮多选框灰色文字,High
ButtonCheckbox,Button Hover Border,1px solid #165DFF,按钮悬停边框,按钮多选框悬停蓝色边框,Medium
ButtonCheckbox,Button Hover Color,#165DFF,按钮悬停颜色,按钮多选框悬停蓝色文字,Medium
ButtonCheckbox,Button Checked Background,#E8F3FF,按钮选中背景,按钮多选框选中浅蓝背景,High
ButtonCheckbox,Button Checked Border,1px solid #165DFF,按钮选中边框,按钮多选框选中蓝色边框,High
ButtonCheckbox,Button Checked Color,#165DFF,按钮选中颜色,按钮多选框选中蓝色文字,High
ButtonCheckbox,Button Disabled Background,#F2F3F5,按钮禁用背景,按钮多选框禁用灰色背景,Medium
ButtonCheckbox,Button Disabled Border,1px solid #E5E6EB,按钮禁用边框,按钮多选框禁用灰色边框,Medium
ButtonCheckbox,Button Disabled Color,#C9CDD4,按钮禁用颜色,按钮多选框禁用灰色文字,Medium
ButtonCheckbox,Button Group Gap,8px,按钮组间距,按钮多选组间距8px,Medium
CardCheckbox,Card Width,auto,卡片宽度,卡片多选框宽度自适应,Medium
CardCheckbox,Card Min Width,120px,卡片最小宽度,卡片多选框最小宽度120px,Low
CardCheckbox,Card Padding,16px,卡片内边距,卡片多选框内边距16px,Medium
CardCheckbox,Card Border Radius,4px,卡片圆角,卡片多选框圆角4px,Medium
CardCheckbox,Card Background,#FFFFFF,卡片背景,卡片多选框白色背景,Medium
CardCheckbox,Card Border,1px solid #E5E6EB,卡片边框,卡片多选框灰色边框,Medium
CardCheckbox,Card Hover Border,1px solid #165DFF,卡片悬停边框,卡片多选框悬停蓝色边框,Medium
CardCheckbox,Card Checked Background,#E8F3FF,卡片选中背景,卡片多选框选中浅蓝背景,Medium
CardCheckbox,Card Checked Border,1px solid #165DFF,卡片选中边框,卡片多选框选中蓝色边框,Medium
CardCheckbox,Card Checkbox Position,top-right,卡片多选框位置,卡片内多选框在右上角,Low
Focus,Focus Ring,0 0 0 2px #165DFF40,焦点环,键盘焦点蓝色环,High
Focus,Focus Visible,true,焦点可见,键盘焦点状态可见,Medium
Animation,Check Animation,0.2s,选中动画,选中状态动画0.2s,Medium
Animation,Icon Scale,0 to 1,图标缩放,勾选图标从0缩放到1,Low
Animation,Hover Transition,0.15s,悬停过渡,悬停状态过渡0.15s,Low
Animation,Background Transition,0.2s,背景过渡,背景颜色过渡0.2s,Low
Responsive,Responsive Breakpoint,768px,响应式断点,小于768px切换移动端样式,Medium
Responsive,Mobile Size,20px,移动端大小,移动端多选框20px,Medium
Responsive,Mobile Label Gap,12px,移动端标签间距,移动端标签间距12px,Low
Responsive,Mobile Touch Target,44px,移动端触摸目标,移动端最小触摸目标44px,Medium
Responsive,Mobile Group Direction,vertical,移动端排列方向,移动端多选组垂直排列,Low
Accessibility,Checkbox Role,checkbox,多选框角色,多选框ARIA角色checkbox,High
Accessibility,Group Role,group,多选组角色,多选组ARIA角色group,High
Accessibility,Aria Checked,true/false/mixed,选中状态,多选框aria-checked状态支持mixed,High
Accessibility,Aria Disabled,true/false,禁用状态,多选框aria-disabled状态,Medium
Accessibility,Keyboard Navigation,true,键盘导航,支持Space键切换选中状态,High
Accessibility,Tab Index,0,Tab索引,多选框可Tab聚焦,Medium
Accessibility,Focus Ring,0 0 0 2px #165DFF40,焦点环,键盘焦点蓝色环,High
Accessibility,Label Association,true,标签关联,标签与多选框关联,High
Spacing,Spacing Checkbox Label,8px,多选框标签间距,多选框与标签间距8px,High
Spacing,Spacing Group Item Horizontal,16px,组项水平间距,水平排列组项间距16px,High
Spacing,Spacing Group Item Vertical,12px,组项垂直间距,垂直排列组项间距12px,Medium
Spacing,Spacing Button Group,8px,按钮组间距,按钮组项间距8px,Medium
Spacing,Spacing Card Group,16px,卡片组间距,卡片组项间距16px,Medium
ZIndex,Checkbox ZIndex,1,多选框层级,多选框z-index 1,Low
Guideline,Primary Color,#165DFF,主色调,多选框主色调蓝色#165DFF,High
Guideline,Primary Light,#94BFFF,主色浅色,禁用选中状态浅蓝#94BFFF,Medium
Guideline,Text Primary,#1D2129,主要文字色,主要文字颜色#1D2129,High
Guideline,Text Regular,#4E5969,常规文字色,常规文字颜色#4E5969,High
Guideline,Text Disabled,#C9CDD4,禁用文字色,禁用文字颜色#C9CDD4,Medium
Guideline,Border Default,#C9CDD4,默认边框色,默认边框颜色#C9CDD4,High
Guideline,Border Disabled,#E5E6EB,禁用边框色,禁用边框颜色#E5E6EB,Medium
Guideline,Background Disabled,#F2F3F5,禁用背景色,禁用背景颜色#F2F3F5,Medium
Guideline,Background Selected,#E8F3FF,选中背景色,选中背景颜色#E8F3FF,High
