Category,Name,Value,Usage,Description,Severity
Usage,Button Loading Usage,按钮加载,按钮加载场景,用于按钮加载状态,High
Usage,Table Loading Usage,表格加载,表格加载场景,用于表格加载状态,High
Usage,Card Loading Usage,卡片加载,卡片加载场景,用于卡片加载状态,Medium
Usage,Fullscreen Loading Usage,全屏加载,全屏加载场景,用于全屏加载状态,Medium
Guideline,Show Tip,true,显示提示,建议显示提示文字,High
Guideline,Center Position,true,居中位置,建议加载图标居中,High
Guideline,Overlay Background,true,遮罩背景,建议使用遮罩背景,High
Guideline,Animation Smooth,true,平滑动画,建议使用平滑动画,High
Guideline,Delay For Quick,true,快速操作延迟,建议快速操作使用延迟,Medium
Guideline,Size Appropriate,true,尺寸适当,建议使用适当尺寸,High
Guideline,Color Consistent,true,颜色一致,建议颜色与主题一致,High
Guideline,Tip Clear,true,提示清晰,建议提示文字清晰,High
Accessibility,ARIA Busy,true,ARIA忙碌状态,使用aria-busy属性,High
Accessibility,ARIA Live,polite,ARIA实时区域,使用aria-live属性,Medium
Accessibility,ARIA Label,正在加载,ARIA标签,使用aria-label描述加载状态,High
Accessibility,Screen Reader,supported,屏幕阅读器,支持屏幕阅读器,Medium
Accessibility,Loading Text,加载中...,加载文字,提供加载状态文字,High
Performance,GPU Acceleration,true,GPU加速,启用GPU加速,High
Performance,Will Change,transform,Will Change属性,使用will-change优化,Medium
Performance,Render Optimization,true,渲染优化,启用渲染优化,Medium
Performance,Throttle,false,节流,不使用节流,Low
Event,On Spinning Change,supported,加载状态变化事件,支持加载状态变化事件,Medium
Method,Show,supported,显示方法,支持显示加载,High
Method,Hide,supported,隐藏方法,支持隐藏加载,High
Method,Toggle,supported,切换方法,支持切换加载状态,Medium
Props,Spinning,supported,加载属性,支持设置加载状态,High
Props,Size,supported,尺寸属性,支持设置尺寸,High
Props,Tip,supported,提示属性,支持设置提示文字,High
Props,Delay,supported,延迟属性,支持设置延迟时间,Medium
Props,Indicator,supported,指示器属性,支持自定义指示器,Medium
Props,Wrapper Class Name,supported,包裹器类名属性,支持设置包裹器类名,Low
Slot,Default Slot,supported,默认插槽,支持默认内容插槽,High
Slot,Tip Slot,supported,提示插槽,支持提示插槽,Medium
Slot,Indicator Slot,supported,指示器插槽,支持指示器插槽,Medium
Custom,Custom Size,supported,自定义尺寸,支持自定义尺寸,High
Custom,Custom Color,supported,自定义颜色,支持自定义颜色,High
Custom,Custom Tip,supported,自定义提示,支持自定义提示文字,High
Custom,Custom Indicator,supported,自定义指示器,支持自定义指示器,Medium
Custom,Custom Delay,supported,自定义延迟,支持自定义延迟时间,Medium
Theme,Theme Light,light,浅色主题,浅色主题样式,High
Theme,Theme Dark,dark,深色主题,深色主题样式,Low
Theme,Dark Spin Color,#4E5969,深色加载颜色,深色主题加载颜色#4E5969,Low
Theme,Dark Tip Color,#C9CDD4,深色提示颜色,深色主题提示颜色#C9CDD4,Low
Theme,Dark Overlay Background,rgba(0 0 0 0.45),深色遮罩背景,深色主题遮罩背景,Low
Transition,Transition Property,opacity,过渡属性,过渡透明度属性,Medium
Transition,Transition Duration,0.3s,过渡时长,过渡时长0.3s,Medium
Transition,Transition Timing,ease,过渡曲线,过渡曲线ease,Medium
Transition,Fade In Duration,0.3s,淡入时长,淡入动画时长0.3s,Low
Transition,Fade Out Duration,0.3s,淡出时长,淡出动画时长0.3s,Low
Transform,Transform Rotate From,0deg,旋转起始角度,旋转起始角度0度,Medium
Transform,Transform Rotate To,360deg,旋转结束角度,旋转结束角度360度,Medium
Transform,Transform Origin,center,变换原点,变换原点中心,Medium
Keyframes,Keyframes Rotate,spin-rotate,旋转关键帧,旋转动画关键帧,Medium
Keyframes,Keyframes Dot,spin-dot,点关键帧,点动画关键帧,Medium
Keyframes,Keyframes Fade,spin-fade,淡入淡出关键帧,淡入淡出动画关键帧,Low
Nested,Nested Enabled,true,启用嵌套,启用嵌套加载,Medium
Nested,Nested Z Index,1001,嵌套层级,嵌套加载层级1001,Low
Nested,Nested Background,rgba(255 255 255 0.9),嵌套背景,嵌套加载背景,Medium
Inline,Inline Enabled,false,启用行内,不启用行内加载,Low
Inline,Inline Display,inline-flex,行内显示,行内加载显示方式,Low
Inline,Inline Vertical Align,middle,行内垂直对齐,行内加载垂直居中,Low
Block,Block Enabled,true,启用块级,启用块级加载,High
Block,Block Display,flex,块级显示,块级加载显示方式,High
Block,Block Width,100%,块级宽度,块级加载宽度100%,High
Wording,Wording Loading,加载中...,加载中文字,加载中提示文字,High
Wording,Wording Please Wait,请稍候...,请稍候文字,请稍候提示文字,Medium
Wording,Wording Processing,处理中...,处理中文字,处理中提示文字,Medium
Wording,Wording Submitting,提交中...,提交中文字,提交中提示文字,Medium
Wording,Wording Saving,保存中...,保存中文字,保存中提示文字,Medium
