Category,Name,Value,Usage,Description,Severity
Simple,Simple Prev Next Only,true,简单仅上下页,简单分页仅显示上下页按钮,Medium
Simple,Simple Current Display,X/Y,简单当前显示,简单分页显示当前页/总页数,Medium
Simple,Simple Input Show,true,简单输入框,简单分页显示页码输入框,Low
Simple,Simple Separator,/,简单分隔符,简单分页页码分隔符,Low
Mini,Mini Button Size,24px,迷你按钮大小,迷你分页按钮24px,Medium
Mini,Mini Font Size,12px,迷你字号,迷你分页文字12px,Medium
Mini,Mini Gap,4px,迷你间距,迷你分页按钮间距4px,Medium
Mini,Mini Border,none,迷你边框,迷你分页无边框,Low
Mini,Mini Background,transparent,迷你背景,迷你分页透明背景,Low
Mini,Mini Active Background,#165DFF,迷你激活背景,迷你分页当前页蓝色背景,Medium
Layout,Layout Align,flex-end,布局对齐,分页默认右对齐,High
Layout,Layout Justify,flex-end,布局主轴,分页主轴右对齐,High
Layout,Layout Gap,16px,布局间距,分页各部分间距16px,High
Layout,Layout Padding,16px 0,布局内边距,分页上下内边距16px,Medium
Layout,Layout Order,total-sizes-prev-pager-next-jumper,布局顺序,分页各部分默认顺序,Medium
Layout,Layout Flex Wrap,wrap,布局换行,分页支持换行,Low
Bordered,Bordered Style,1px solid #E5E6EB,带边框样式,带边框分页边框样式,Medium
Bordered,Bordered Radius,2px,带边框圆角,带边框分页圆角2px,Medium
Bordered,Bordered Background,#FFFFFF,带边框背景,带边框分页白色背景,Medium
Borderless,Borderless Style,none,无边框样式,无边框分页无边框,Medium
Borderless,Borderless Background,transparent,无边框背景,无边框分页透明背景,Medium
Borderless,Borderless Hover Background,#F2F3F5,无边框悬停背景,无边框分页悬停灰色背景,Medium
Input,Input Border,1px solid #E5E6EB,输入框边框,输入框灰色边框,Medium
Input,Input Border Focus,1px solid #165DFF,输入框聚焦边框,输入框聚焦蓝色边框,Medium
Input,Input Border Radius,2px,输入框圆角,输入框圆角2px,Medium
Input,Input Background,#FFFFFF,输入框背景,输入框白色背景,Medium
Input,Input Text Align,center,输入框文字对齐,输入框文字居中,Low
Select,Select Border,1px solid #E5E6EB,选择器边框,选择器灰色边框,Medium
Select,Select Border Focus,1px solid #165DFF,选择器聚焦边框,选择器聚焦蓝色边框,Medium
Select,Select Border Radius,2px,选择器圆角,选择器圆角2px,Medium
Select,Select Arrow Icon,DownOutlined,选择器箭头图标,选择器下拉箭头图标,Low
Select,Select Dropdown Shadow,0 6px 16px rgba(0 0 0 0.08),选择器下拉阴影,选择器下拉菜单阴影,Low
TableIntegration,Table Position,bottom-right,表格位置,表格分页在表格右下方,High
TableIntegration,Table Margin Top,16px,表格上间距,表格分页与表格间距16px,High
TableIntegration,Table Background,transparent,表格背景,表格分页透明背景,Medium
TableIntegration,Table Padding,16px,表格内边距,表格分页内边距16px,Medium
TableIntegration,Table Show Total,true,表格显示总数,表格分页显示总条数,High
TableIntegration,Table Show Size Changer,true,表格显示条数选择,表格分页显示条数选择器,High
TableIntegration,Table Show Jumper,true,表格显示跳转,表格分页显示页码跳转,Medium
Interaction,Click Feedback,true,点击反馈,点击页码有视觉反馈,Medium
Interaction,Keyboard Support,true,键盘支持,支持键盘输入页码,Medium
Interaction,Enter Submit,true,回车提交,输入框回车提交跳转,Medium
Interaction,Blur Submit,true,失焦提交,输入框失焦提交跳转,Low
Interaction,Invalid Input,忽略,无效输入处理,无效输入忽略不跳转,Low
Animation,Page Transition,0.2s,页码过渡,页码切换动画0.2s,Low
Animation,Hover Transition,0.15s,悬停过渡,悬停状态过渡0.15s,Low
Animation,Active Transition,0.1s,激活过渡,激活状态过渡0.1s,Low
Responsive,Responsive Breakpoint,768px,响应式断点,小于768px切换移动端样式,Medium
Responsive,Mobile Simple Mode,true,移动端简单模式,移动端使用简单分页,High
Responsive,Mobile Hide Total,false,移动端隐藏总数,移动端可隐藏总数,Low
Responsive,Mobile Hide Size Changer,true,移动端隐藏条数选择,移动端隐藏条数选择器,Medium
Responsive,Mobile Hide Jumper,true,移动端隐藏跳转,移动端隐藏页码跳转,Medium
Responsive,Mobile Button Size,36px,移动端按钮大小,移动端分页按钮36px,Medium
Responsive,Mobile Gap,4px,移动端间距,移动端分页按钮间距4px,Medium
Accessibility,Pagination Role,navigation,分页角色,分页ARIA角色navigation,High
Accessibility,Pagination Aria Label,分页导航,分页无障碍标签,分页aria-label,High
Accessibility,Button Role,button,按钮角色,分页按钮ARIA角色button,Medium
Accessibility,Current Aria,true,当前页状态,当前页aria-current=page,Medium
Accessibility,Disabled Aria,true,禁用状态,禁用按钮aria-disabled=true,Medium
Accessibility,Keyboard Navigation,true,键盘导航,支持Tab键导航,High
Accessibility,Focus Ring,0 0 0 2px #165DFF40,焦点环,键盘焦点蓝色环,High
Accessibility,Focus Visible,true,焦点可见,键盘焦点状态可见,Medium
ZIndex,Pagination ZIndex,1,分页层级,分页z-index 1,Low
ZIndex,Dropdown ZIndex,1050,下拉层级,条数选择器下拉z-index 1050,Low
Guideline,Primary Color,#165DFF,主色调,分页主色调蓝色#165DFF,High
Guideline,Text Primary,#1D2129,主要文字色,主要文字颜色#1D2129,High
Guideline,Text Regular,#4E5969,常规文字色,常规文字颜色#4E5969,High
Guideline,Text Disabled,#C9CDD4,禁用文字色,禁用文字颜色#C9CDD4,Medium
Guideline,Border Color,#E5E6EB,边框色,边框颜色#E5E6EB,High
Guideline,Background Hover,#F2F3F5,悬停背景色,悬停背景颜色#F2F3F5,Medium
Guideline,Background Disabled,#F2F3F5,禁用背景色,禁用背景颜色#F2F3F5,Medium
